Author,Rating,Title,Content,Version,Date
it'sMeAl,2,Sangat ribet,Mau daftar aja ribet banget harus verifikasi wajah yang ga pernah berhasil . Di suruh hubungi call center malah dari call center di suruh chat wa . Muter2 ga jelas nyasihin pengguna . TOLONG DI PERBAIKI,4.13.2,2025-08-31T17:56:22-07:00
justopinionn,1,verifikasi wajah buruk,"katanya mempermudah, ini mempersulit aja. mau daftar online langkah pertamanya aja pas verifikasi muka super susah. buruk bgt pindaian nya , gada arahan lagi. apk payah",4.13.1,2025-08-05T07:45:56-07:00
Japra7753,1,Layanan,App ngentot,4.13.1,2025-08-10T08:56:24-07:00
SAYA RAMA,1,APK GAJELAS,"KAMERA UDH SESUAIKAN DI WAJAH, GW TUNGGU 2-3MENIT MASIH GA DAPET SENSOR NYA, GAJELAS APK",4.13.1,2025-08-10T02:20:31-07:00
haqiqi11,2,Gangguan Menu,"Bikin aplikas jangan asal dong. Buka menu apa apa serba gabisa.   Disuruh update versi , pas di update sma aja tetep gabisa, ngasal",4.11.2,2025-07-19T22:39:26-07:00
nensquy,1,keluhan,"aplikasinya cacat masa gabisa verifikasi data terus aneh, aplikasi pemerintah bisanya nyusahin. yang bener dong bikin aplikasi, kalah sama apk pinjol",4.13.1,2025-08-02T08:17:31-07:00
jawajawajawa_,1,Kamera Verifikasi,"Sensor kamera verifikasi nya kayak kont*l  yg buat alias buta map, udah kameranya mode miror dikira ga pusing apa di tambah keram tangan smpe 5 menit ga berhasil” tolol",4.13.1,2025-08-02T04:12:02-07:00
jskaksnow,1,Jelek,"Dikirain ada app kayak gini mempermudah ternyata makin susah, mau berobat aja susah banget daftar layanan gak bisa terus",4.11.2,2025-07-27T16:33:47-07:00
dani laksmana,1,Fitur Akses Kamera tidak tersedia di iphone,tidak bisa mengubah kolasi faskes 1 karena fitur akses kamera tidak muncul di pengaturan,4.13.1,2025-08-14T20:42:43-07:00
bidejæc,3,Gagal login etc,"Setelah update versi terbaru awal bulan Agustus, ada bberapa kendala: (1) tidak bisa mengakses menu ambil antrean untuk faskes tingkat pertama; (2) tidak bisa logout.
Coba uninstall malah tidak bisa login sama sekali. Tolong segera perbaiki.",4.13.1,2025-08-07T04:51:33-07:00
Pangestu1-/:!!@@,1,Aplikasi gak sip,Apk gak jelas bikin ruet,4.11.2,2025-07-19T21:48:16-07:00
Isana San,1,gak bisa verif muka,"awal gak ada perizinan kamera, terus install ulang, kamera bisa tapi gak bisa verif muka",4.13.2,2025-08-22T16:05:39-07:00
geleuh,1,Verifikasi wajah eror,"""Barang siapa yang mempersulit orang lain, maka Allah akan mempersulitnya di hari kiamat.""",4.13.1,2025-08-21T05:09:55-07:00
daganggodoh,1,Lemot parah,Aplikasi perlu dibenahi dan dibuat lebih mudah diakses,4.13.2,2025-09-08T22:57:17-07:00
Spicyxxxxxx7,1,Dengarin kritik semua org min,Min gimana sih ini aplikasi nya org lagi sakit mau rujuk daftar nya gak bisa di bagian cocokan muka gimana sih???,4.13.1,2025-08-19T00:19:15-07:00
akbar101010,4,Kamera,Kenapa dipengaturan aplikasi gak ada pengaktifan kamera ya,4.11.2,2025-07-13T18:25:49-07:00
hshsygegeyy2625,1,Tolong diperbaiki,"untuk verif wajahnya susah dan gabisa-bisa, padahal sudah banyak keluhan tapi ga ada perbaikan 🙏🏻 mohon diperhatikan",4.13.1,2025-08-20T05:48:29-07:00
Ferdinandfislm,3,Verifikasi,TIDAK BISA VERIFIKASI WAJAH PADAHAL KAMERA JERNIH SESUAI ARAHAN.,4.13.1,2025-08-13T19:33:51-07:00
Tyyysonn,1,Aplikasi kont,"Aplikasi taikkk !!! Katanya memudahkan masyarakat tapi verifikasi nya susah kayak daftar polisi,, eh iya sama sama dari pemerintah ya ,, kecewa hidup sekali menjadi WNI",4.13.1,2025-08-19T06:44:52-07:00
Faaaarrrrrrrrrr,1,Buat fitur INFO RIWAYAT PELAYANAN bisa dipilih pesertanya seperti saat pendaftaran antrean online,"Buat fitur INFO RIWAYAT PELAYANAN bisa dipilih peserta nya seperti saat pendaftaran antrean online, masa iya satu KK ada 3 orang harus punya akun 3 akun buat bisa liat list riwayat pelayanannya. Kam fitur itu tersambung juga ke pelayanan yang sudah dilakukan, kami sebagai pasien juga berhak untuk menilai bagaimana kinerja nakes yang merawat anak saya tapi tidak ada menu pilih pasien yang ada cuma nama saya aja, TOLONG DIPERBAIKI",4.13.1,2025-08-20T20:58:29-07:00
tsinjal,1,Bug,Face recognition didn’t work when you’re going to register,4.13.1,2025-08-18T19:02:08-07:00
penggemarkamu,1,Aplikasi,Aplikasi bobro kaya pelayanan di faskesnya,4.13.2,2025-08-29T20:24:55-07:00
SayurSop,1,Kelakuan pemerintah pantek,"Pemerintah jangan sok soan bikin aplikasi lagi lah, udah pake duit rakyat, anggaran ngga masuk akal, hasil kaya gini
Kalo ada aplikasi buatan pemerintah ngga pernah ada yg bener",4.11.2,2025-07-31T10:36:28-07:00
ZanAzh,1,Error ketika verifikasi wajah,Aplikasi selalu error ketika verifikasi wajah ketika daftar. Sangat sulit untuk pengurusannya,4.13.1,2025-08-18T06:34:52-07:00
itslrsbdh,1,aneh,tolol suka tiba2 keluar sendiri tolong d benahi,4.11.2,2025-07-21T04:16:31-07:00
rkzey,1,saran,TOLONG YA DIPERBAIKI ! jangan menyusahkan bisa ga sih? mau verifikasi wajah aja gabisa! udah berkali-kali dicoba! aplikasi itu jangan dibuat menyulitkan. tolong diperbaiki bagian verifikasi wajah,4.13.1,2025-08-05T19:04:58-07:00
Keidiepie,1,Verifikasi Wajah Merah Terus,Saya mau daftar untuk bikin akun namun waktu verifikasi wajah kotaknya merah terus padahal wajah sudah di dalam kotak. Sudah berkali2 dicoba berbagai cara bahkan ganti device pun masih sama aja. Mohon pemerintah tolong diperbaiki plis🙏,4.13.1,2025-08-19T19:26:45-07:00
Tonycahya,1,Foto verifikasi wajah nya gak mau”,Foto verifikasinya wajah gak mau”,4.13.1,2025-08-17T18:33:09-07:00
GHX_06,2,there mobile jkn,"kalo mau rekam wajah yang bener napa asu rekam wajah saja lama bangett sampe berjam"" nungguin masih gak kelar"" buat apa coba harus verifikasi wajah kalo harus sampe nunggu lama berjam"" asu gaguna ini apps",4.13.1,2025-08-08T00:18:55-07:00
Ahmad adul,1,Seken muka gak bisa,Buat apa ada seken muka kalo gak bisa berapa kali ulang ulang,4.13.1,2025-08-15T04:44:04-07:00
H.Agung P,5,Aplikasi Layanan Kesehatan,Sangat membantu untuk penggunaan fasilitas kesehatan dari BPJS.,4.13.2,2025-08-26T03:05:53-07:00
alfin_gaming22,1,Aplikasi gak jelas,"Dari tadi udh 10x sken muka gaada proses apa apa apliksi bikin emosi, kalo  gitu mending gausa onlen"" lah bikin emosi doang yg bikin aplikasinya ga jelas",4.13.1,2025-08-04T22:09:02-07:00
Erric dikky,5,Well done,Sangat membantu,4.13.2,2025-09-01T21:34:51-07:00
KadekRiawan,1,Bug,"Biometrik tidak bisa, lanjut buat akun juga tidak bisa. Apa ada solusi?",4.13.1,2025-08-13T05:14:51-07:00
Yeni anggraini haris,1,Susah ngunduh,Susah banget ngunduh persi terbaik nya padahal sinyal bagus semua tapi susah banget buat kesel dari tadi gagal mulu,4.13.2,2025-09-02T18:19:08-07:00
cepuri,1,susah verifikasi wajah,susah banget daftar verifikasi wajah tolong di update lagi bug nya,4.13.1,2025-08-05T03:26:39-07:00
sya ad,1,susah daftar!!!!,"di suruh daftar terus autentikasi wajah tapi aplikasinya tidak mau padahal sudah full itu muka di kotak merah, kameranya jg miror, ada mngkin 5x saya coba tapi tidak bisa, tolong di perbaiki ini, bikin susah orng",4.13.2,2025-09-07T00:52:39-07:00
Bsadzilla,1,Pembodohan,"Apk pea, padahal waktu daftar udh pake no telpon sm email yg sama….tpi pas mau login lagi malah salah melulu, APK KOCAKKKK",4.13.2,2025-08-26T20:58:52-07:00
Japra7753,1,Layanan,App ngentot,4.13.1,2025-08-10T08:56:24-07:00
hh7gg,1,yyy,lama kali donlodnya,4.11.2,2025-07-24T09:44:39-07:00
Nama 1 Panggilan,1,Useless,"Kode captha loading terus, Sekelas Apk plat merah seperti ini buruk nya, kurang kredibel.",4.13.1,2025-08-18T18:09:43-07:00
skuymabar,1,permasalahan verifikasi wajah,mau verifikasi wajah gabisa mulu! padahal lagi urgent,4.13.1,2025-08-10T22:04:20-07:00
rio.rp_,1,APLIKASI LAWAK,SANGAT SANGAT BURUK,4.11.2,2025-07-31T13:13:00-07:00
Sands me,1,Diam,Disitu-situ aja,4.13.2,2025-09-09T22:22:24-07:00
onkkkkkkk,1,kecewa,"scan wajah kalo gak bisa otomatis mending gak usah pake yang otomatis, pakai scan manual aja, ini orang keburu mati gak bisa di tangani. udah 2 hari gak bisa berobat gara” scan wajah gak bisa dtack, emang apk tolol",4.13.1,2025-08-12T03:15:39-07:00
rkzey,1,saran,TOLONG YA DIPERBAIKI ! jangan menyusahkan bisa ga sih? mau verifikasi wajah aja gabisa! udah berkali-kali dicoba! aplikasi itu jangan dibuat menyulitkan. tolong diperbaiki bagian verifikasi wajah,4.13.1,2025-08-05T19:04:58-07:00
biciiit,1,APPLIKASI GA JELAS,"Gunanya ada applikasi itu untuk mempermudah, lah ini verifikasi wajah aja ga bisa sama aja boong harus ttp ke kantor bpjs. Tolong dong dibenahi sudah banyak keluhan",4.13.2,2025-08-24T07:26:45-07:00
pengguna XL 5tahun,2,lemot,dibagian peremakan wajah lama banget,4.13.1,2025-08-15T23:55:09-07:00
seungmo7,3,Rekam wajah tidak terbaca,Minn gak kebaca kameranya di hp akuu. Mohon perbaiki bug nya yaaa,4.13.1,2025-08-09T01:22:07-07:00
muftirizaldi,1,Tidak ber-etika,"- istri saya tidak bisa ambil foto untuk ganti kelas faskes

- sewaktu telfon, CS nya terburu2 mau mengakhiri percakapan, ketika di tanya jawabannya ""iyaahhhh"" seperti malas & emosi.",4.13.1,2025-08-12T06:01:45-07:00
Yeni anggraini haris,1,Susah ngunduh,Susah banget ngunduh persi terbaik nya padahal sinyal bagus semua tapi susah banget buat kesel dari tadi gagal mulu,4.13.2,2025-09-02T18:19:08-07:00
pasya11,2,login,kenapa susah sekali mendaftar,4.13.1,2025-08-19T06:25:16-07:00
lambe dower,1,Macam pinjol,Mau program rehab tdk bisa karna minta versi yg baru ! Giliran nagih pake acara surat mnyurat ke hrd tempat kerja buat nagih kekurangan ! Aplikasi cuma ngasih waktu maksimal 5 bulan minta lunas dg alasan negara defisit ?!!! Defisit tuh gara” kalian korupsi njinggg !!! Bukan kita yg abisin duit,4.11.2,2025-07-23T04:14:48-07:00
Uzw@,5,Mobile JKN oke,Mantap memudahkan akses peserta.. bpjs keren,4.11.2,2025-07-30T00:35:19-07:00
nanetfr,1,payah banget developernya,"mau pindah faskes, disuruh izinkan kamera untuk biometrik dan gabisa kalo ga klik ""izinkan"". auto redirect ke settings, TAPI di menu settings ""allow what BPJS can access"" di iphone, GA ADA fitur kameranya buat di allow. lah gmn si GA JELAS plis",4.13.1,2025-08-10T22:38:07-07:00
Ferdinandfislm,3,Verifikasi,TIDAK BISA VERIFIKASI WAJAH PADAHAL KAMERA JERNIH SESUAI ARAHAN.,4.13.1,2025-08-13T19:33:51-07:00
Aaaannggggiii,1,Tidak bisa DAFTAR,"Gila ya memang aplikasi tolol, disuruh verifikasi wajah tapi gak ada keterangan harus gimana udah berbagai sisi berbagai cara masih aja gak ada respon aplikasinya. Kalo ga bisa bikin aplikasi gak usah bikin deh, NGEREPOTIN",4.13.1,2025-08-04T20:23:50-07:00
Yuda80,1,Kok scan wajah ngak bisa,Ini kenapa scan wajah ngak bisa perbaiki lah buru buru ini,4.13.1,2025-08-06T22:38:51-07:00
haqiqi11,2,Gangguan Menu,"Bikin aplikas jangan asal dong. Buka menu apa apa serba gabisa.   Disuruh update versi , pas di update sma aja tetep gabisa, ngasal",4.11.2,2025-07-19T22:39:26-07:00
Kamal Amed,1,Error,"Gabisa register, error",4.11.2,2025-07-10T19:47:46-07:00
Zln17,2,App yg tidak memudahkan,"Mau dftr aja susah ny mintaammpuunn yatuhan. Udh ku ssuaikan tata letak wajah di dlm frame, TAPI GA MULAI2 di SCAN. Gda tmbol, gada tanda ap2 . Buriiiqq

App indo smua gada yg beres mmg",4.13.1,2025-08-16T20:43:55-07:00
Jek Ma,1,Sangat Buruk,"Aplikasi semacam apa ini, verifikasi wajah tidak ada reaksi apapun, tolong di perbaiki aplikasinya",4.13.1,2025-08-20T02:14:57-07:00
Byan921,1,Gak bisa daftar,"Tidak bisa dapat no OTP, scan wajah tapi tidak merespon, aneh !!!",4.13.1,2025-08-04T21:10:04-07:00
Mochamadtaufiqazri,5,mantapp,sangattt membantu,4.13.2,2025-08-28T00:45:24-07:00
Tatang1507,1,Antrian,"Saya ambil antrian online di JKN ke RS koesma tuban tapi sampai di RS harus antri manual lagi...
Terus fungsi antri online di aplikasi JKN apa min?",4.13.1,2025-08-07T20:00:11-07:00
aifjsycnanzhcksk,1,jelek,"jelek, verifikasi muka wajah udh pas dalm kotak, masih ga ke detek gimana sih DONGO",4.13.1,2025-08-08T03:47:01-07:00
Fakyubit,1,MAINTENANCE!!!,LO KALO BIKIN APLIKASI JANGAN NYUSAHIN MINIMAL DI MAINTENANCE ORANG SAKIT DISURUH BIKIN JKN KETIKA FACE RECOGNITION GA KEDETECT2,4.13.1,2025-08-10T03:08:04-07:00
babyyulk,2,Customer Service need to be fixed,CS call in apps need to be fixed. I want to use it but can’t be use. only display blank space,4.13.2,2025-09-08T20:37:36-07:00
ibnunz,2,Iwh,Daftar verifikasi wajah gabisa lol,4.13.1,2025-08-11T23:45:45-07:00
Bnbkids,1,Eror,"Tiap mau login selalu offline 
Disuruh coba lahi nanti
Okelah besoknya udh dicoba pagi, offline lagi katanya 
Ini gimana sih eror terus
Niat bikin aplikasi gasih",4.11.2,2025-07-16T08:35:20-07:00
Soknotorobotono,1,Protes dengan tidak benar nya aplikasi,"Ini yang buat aplikasi bisa buat aplikasi atau tidak , verifikasi wajah aja kagak bisa terus aplikasi tolol",4.13.1,2025-08-19T20:25:44-07:00
dhygicam,1,ERROR,MAU DAFTAR BPJS VERIFIKASI MUKA AJA GA KE DETECT TERUS🙂 tolong solusinya sampe install-uninstall berulang kali masih ga bisa,4.13.1,2025-08-14T00:57:23-07:00
Muhammad Maula Abdi,5,Bug pada kamera Verifikasi saat mau mendaftar.,"Tolong hilangkan Bug saat mendaftar, yang ada pada verifikasi wajah. Wajah sudah sesuai dengan kotak yang di sediakan, Namun tidak ada proses yang di lakukan oleh sistem. Tolong di perbaiki.
TERIMAKASIH",4.13.1,2025-08-06T22:54:16-07:00
Coobyt,2,Daftar apk,Buat daftar apkikasinya susah banget  pas ambil foto wajah,4.13.1,2025-08-12T23:19:29-07:00
putu deva b,2,gabisa ngambil antrian di aplikasinya dengan ket poli tidak ditemukan. setiap mau ambil antrian gbsa,error,4.11.2,2025-07-21T05:37:43-07:00
rio.rp_,1,APLIKASI LAWAK,SANGAT SANGAT BURUK,4.11.2,2025-07-31T13:13:00-07:00
aliensishere,1,Jelek,"Tidak bisa daftar, karena aplikasi tidak bisa mengenali wajah manusia. Tanya ke support, ditanya apa jawab apa, tidak nyambung. Sangat membingungkan",4.13.1,2025-08-20T22:05:28-07:00
Fakyubit,1,MAINTENANCE!!!,LO KALO BIKIN APLIKASI JANGAN NYUSAHIN MINIMAL DI MAINTENANCE ORANG SAKIT DISURUH BIKIN JKN KETIKA FACE RECOGNITION GA KEDETECT2,4.13.1,2025-08-10T03:08:04-07:00
JkN kont,1,Jkn kon,"Bikin aplikasi yang bener bukannya memudahkan masyarakat tapi menyusahkan masyarakat, otaknya cuman mikirin uang aja mempersulit rakyat aja..",4.13.1,2025-08-17T05:32:53-07:00
Yeye122,1,GAk Jelas,"KECEWA!!!!,,,NIK,,sudah benar,,mau masuk ajj susahnya minta ampun,,mau minta verifikasi kode,,gak ada respon",4.13.1,2025-08-14T17:29:12-07:00
AresPutra,1,Verifikasi biometrik wajah,JELEK! Tidak Bisa Berfungsi! Alhasil gabisa diakses. Percuma download buang kuota,4.13.1,2025-08-09T02:50:18-07:00
AOQUDU,1,APK SAMPAH SOK PAKE SCAN WAJAH TAPI GAJELAS,KALO GA BECUS BUAT TEKNOLOGI GAUSA SOK DI BUAT BIAR KEREN KOCAKK 😡🤬,4.13.1,2025-08-04T20:56:55-07:00
zeaalzh,1,pendaftaran ribet,"pas aku mau daftar kan harus input data wajah ,masa ga ada tombol buat take nya, terus ga ada perubahan warnanya merah terus, bener bener ngeselin aplikasinya",4.13.1,2025-08-12T07:20:43-07:00
Kamal Amed,1,Error,"Gabisa register, error",4.11.2,2025-07-10T19:47:46-07:00
Apple12pro_,1,Pendaftaran terkendala,Scan wajah tidak berfungsi,4.13.1,2025-08-03T02:24:28-07:00
GHX_06,2,there mobile jkn,"kalo mau rekam wajah yang bener napa asu rekam wajah saja lama bangett sampe berjam"" nungguin masih gak kelar"" buat apa coba harus verifikasi wajah kalo harus sampe nunggu lama berjam"" asu gaguna ini apps",4.13.1,2025-08-08T00:18:55-07:00
GRAB ON ROAD,1,JKN ANJING,TOLOL ANJING BANYAJ BUG NGENTOT,4.13.2,2025-08-31T17:29:41-07:00
Ardi mulyana somantri,2,Tidak bisa verifikasi wajah,Gabisa daftar krna harus verifikasi wajah. Sudah sesuai arahan berada di dalam kotak tapi engga ada reaksi apa-apa mentok saja disana. Kenapa ya? Mohon di tinjau,4.13.1,2025-08-01T01:25:53-07:00
nope_bb,1,WORST,"Gajelas, verifikasi wajah ga berfungsi. apa-apa gabisa",4.13.1,2025-08-18T05:21:22-07:00
MOONCOK,1,KECEWA,"verifikasi wajah tidak bisa, sms juga tidak ada padahal pulsa ada. SEMUA RS HARUS DAFTAR DI JKN, SEDANGKAN APLIKASI JKN SEPERTI INI, PRODUK GAGAL",4.13.1,2025-08-02T16:24:59-07:00
benediktus ketusuk kaktus,1,False jailbreak,Hp iphone ke detect jailbreak padahal gk di jailbreak. Aneh,4.13.2,2025-08-30T11:06:31-07:00
huuuhiiiii,5,Ok,Terimakasih,4.13.2,2025-09-08T21:42:56-07:00
ennikkk03,3,Tidak bisa ambil antrian,"Mau ambil antrian tulisannya gagal terhubung ke server ,dicba lagi tulisan tidak bisa ambil antrian lebih dari 1x padahal nmr antrian blm keluar,hbis update malah gak jelas",4.13.1,2025-08-08T17:34:24-07:00
labdnaoshajamdlocnsjs,1,Verifikasi Wajah Gagal Terus,"Sudah ikuti semua petunjuk, tapi verifikasi wajah tetap gagal. Muka udah pas di kotak, tapi aplikasi tidak respon sama sekali. Ini ganggu banget. Mohon perbaikan!",4.13.1,2025-08-04T00:01:29-07:00
sunbray,1,gblk,"udh ga kaget, aplikasi buatan pemerintah. eror dan gagal tp ga ada info",4.13.2,2025-08-22T22:40:17-07:00
Mas Sambel,5,Layanan JKN Sangat oke,Melalui JKN Pemeriksaan jantung di RS UNS sangat cepat dan ramah,4.13.2,2025-09-05T17:20:52-07:00
Tan Guan,1,"Aplikasi amatir, hasil korupsi?","Apakah begini bentuknya aplikasi wajib seluruh rakyat indonesia? Verifikasi wajah di iphone saja tidak bisa nyalakan permission di iphone. Setiap update besar, kita disuruh verifikasi ulang. Verifikasi sering error, SMS tidak masuk dan permission kamera tidak sync dengan iOS. Tim developer ada QA? Atau dananya dikorupsi komisaris BPJS seperti biasa?

PS: rating bintang 4.8 tapi reviewnya sedikit dan bintang satu semua? Silakan dipikir secara kritis itu bintang hasil pembelian atau organik.",4.13.2,2025-08-22T23:22:11-07:00
Tamiyago8888,1,Kendala foto,"Susah, wajah sudah sesuai di dalam garis merah, di suruh hadap kanan beberapa kali padahal sudah sesuai",4.11.2,2025-07-30T20:32:10-07:00
Austinleon,5,Sangat Membantu,Dengan Mobile JKN Mempermudah Kita Dalam Chekup dan Mempermudah Antrian.,4.13.2,2025-09-02T06:51:22-07:00
hxhxvxjkwkakamzbshqiau,1,Apk blahbloh,Apk tolollll ngabisin angaran aja,4.13.1,2025-08-06T06:51:03-07:00
bagas87637,1,KORUP!!!,aplikasi bobrok daftar face nya gabisa BNGST,4.13.1,2025-08-08T18:00:58-07:00
tigaputra,1,Verif Muka error!,Update dong gimana ini ga bisa ganti faskes,4.13.1,2025-08-19T07:53:48-07:00
me and rebel soul,1,Tidak bisa verifikasi wajah,"sekarang sudah tidak bisa verifikasi wajah di iphone
pdhl tiap bulan bayar ngga sedikit, tp krn ngga bisa pindah faskes jd g kepake faskes nya.",4.13.2,2025-09-09T21:24:44-07:00
fhrl666,3,Verifikasi wajah sensor deteksinya buruk,Kurang fast respon,4.13.1,2025-08-10T05:43:07-07:00
Foxynne,2,perekaman wajah gak berfungsi,mau ganti faskes secara online tapi buat proses perekaman wajah gak berfungsi,4.13.1,2025-08-17T19:10:46-07:00
daniel.cube,5,Aplikasi sampah,"Kebanyakan makan gaji buta
Aplikasi tidak berjalan sesuai sop",4.13.1,2025-08-15T20:54:16-07:00
Kopet_,1,Ngk jelas,"Aplikasi jelek bangat, verfikaai wajah susah bngt ke detek, perbaiki lagi. Viturnya juga jelek bangat sumpah",4.13.1,2025-08-06T17:50:52-07:00
itsnotzee,1,APLIKASI GAJELAS,"Tolong dong diperbaiki, masa ingin rubah data aja pake face recognition, padahal ga semua hp support elahhh.. mau berobat aja ribet 👎👎",4.11.2,2025-07-15T19:56:04-07:00
me and rebel soul,1,Tidak bisa verifikasi wajah,"sekarang sudah tidak bisa verifikasi wajah di iphone
pdhl tiap bulan bayar ngga sedikit, tp krn ngga bisa pindah faskes jd g kepake faskes nya.",4.13.2,2025-09-09T21:24:44-07:00
Dewa juana,1,He he he,Apa yang bisa diharapkan dari apps pemerintah,4.11.2,2025-07-31T06:45:51-07:00
OlyJoo,1,MINTA PENGENALAN WAJAH,MINTA PENGENALAN WAJAH TP DARI APLIKASINYA GAK BISA AKSES KAMERA,4.13.1,2025-08-08T09:41:05-07:00
vèrmí,1,MINTA IZIN BUKA KAMERA,tapi ga ada opsi di setting untuk mengizinkan kamera untuk aplikasi jkn. yg bikin koding tolol,4.11.2,2025-07-29T05:14:18-07:00
aifjsycnanzhcksk,1,jelek,"jelek, verifikasi muka wajah udh pas dalm kotak, masih ga ke detek gimana sih DONGO",4.13.1,2025-08-08T03:47:01-07:00
nadyoon,3,"agak kecewa, ga bisa dftr online",gak bisa verifikasi wajah,4.13.1,2025-08-18T16:55:43-07:00
cicakkkk,1,tambah fitur face id,"Lucu bangett mau update ubah data peserta harus face id dulu,sedangkan jkn blm ada fitur face id nyaa lucuuu bangett konyol",4.13.2,2025-08-24T08:11:13-07:00
Hariant,1,Gak Guna,Daftar sampai biomatrik wajah nunggu puluhan menit gak kelar kelar. Lol,4.13.1,2025-08-13T21:52:50-07:00
Masiki Kaneshiro,1,Aplikasi cacat,"Aplikasi ga guna, mau login saja susah, gimana gue mau cek kesehatan gue",4.13.2,2025-09-09T08:42:18-07:00
tigaputra,1,Verif Muka error!,Update dong gimana ini ga bisa ganti faskes,4.13.1,2025-08-19T07:53:48-07:00
fhrl666,3,Verifikasi wajah sensor deteksinya buruk,Kurang fast respon,4.13.1,2025-08-10T05:43:07-07:00
Gregorius bila,1,TIDAK BISA DAFTAR AKUN,"Saya sudah coba beberapa kali untuk daftar akun, tapi selalu keterangannya nomor telfon sudah pernah di pakai peserta lain. sedangkan ini baru mau daftar udaa nggak bisa, mohon infonya terkait kendalanya. terima kasih🙏🏻🙏🏻🙏🏻",4.11.2,2025-07-30T06:42:47-07:00
