author,rating,content
Apriadi Pranoto99,2,Pak kenapa di dluar negara..tidak bisa di gunakan pak ..soalnya saya mau mendaftarkan orang tua saya untu cek up di rumah sakit katanya tidak offline..gimana nih pak
Derid 1212,5,aplikasi ini mempermudah antrean periksa dan pemggantian faskes
I Wayan Kariana,5,pelayanan cepat dan mudah
amor creativ,1,Aplikasi kok bikin susah ribEt GK guna heran saya bikin aplikasi model gini tujuannya apa memudahkan yg bagaimana? Masuk saja GK bisa harus registrasi padahal sudah lama jd penguna kartu BPJS kok harus ulang2 terus
charma wati,5,"Agak membantu, semakin ditingkatkan LG"
Andri listyantarto,5,Cepat pelayanannya
Mochammad Irfan,1,Setiap daftar online selalu tidak bisa konek ke server
Zupiter robot Korban cod,1,Kocak😁gk pernah di gunakakan samasekali tapi neror terus tunggak yang bbrpa tahun lalu😂padahal sudah sangat jelas tidak ma bayar berarti tidak mau ikut🤣kok maksa banget padahal tidak pernah merasakan manfaat apapun😂😂😂😂🤣🤣🤣🤣 MAKANYA HIDUP JANGAN KORUPSI JA
Fadhil Prish,1,nggak' bisa daftar autodebit
Fitri sri Rahayu,5,Sangat membantu sekali
Pengguna Google,1,"Cara daftarkan akunnya susah sekali, selalu ditolak email-nya."
udin gila,5,masih bingung buat nambahin istri sama anak biar satu bpjs
Pengguna Google,5,Cukup membantu untuk pengecekan saldo.terimakasih
Novi yasin Hajiah,5,Mempermudah banget. Jadi ngk perlu susah2 ke kantor bpjs
Merman Gian,1,"daftar akun harus verifikasi no hp, tapi kode Verifikasi nya gak masuk ke sms. bahkan email bisa mendapatkan kode lebih cepat. jadi pendaftaran akun tertunda. gblk bgt"
Pipit Pitriono,1,Kenapa saya tidak pernah bisa melihat premi ? Saya penerima upah. Bagaimana cara melihat petusahaan saya bekerja sudah membayar iuran bulanan saya lewat aplikasi ?
Aktivis Tebet,5,Mempermudah dalam melakukan pelayanan
Cholix Cholix,1,"Malah ribet ngk jelas sama sekali,,alamat kok bisa salah itu gimana ceritanya ,,masak lahir di lamongan tapi di kolom tempat tanggal lahir saya malah yg ada di aceh itu gimana boss boss ,,aplikasi ngk mutu"
Aderiki Andriawan,5,"Sudah lumayan bagus, tolong di tinggkat kan lagi agar lebih baik ke depan nya ,terima kasih"
Hari Pranoto,1,"mau daftar antrian tingkat lanjut ngga ada pilihan rumah sakitnya, padahal sudah bikin rujukan baru, kontak customer service pun tidak ada"
masry adi,5,Terimakasih sudah sangat membantu kami sekeluarga
Griya Ilmu,5,Senang dengan aplikadi JKN ini
Pengguna Google,2,Gak bisa masuk ke aplikasi nya setiap di klik selalu keluar
Pengguna Google,1,Ini sbenernya minta apanya yg di update sih?????
Zulfahmi 03,2,Baru diupdate malah error....muncul permintaan belum dapat diproses....gmn ini mind
Supri Yanto,5,Sangat bagus sekali
Saras hapsari,1,Tolong masukan nomor customer service nya yg asli
Muratib48,5,"Pelayanan nya bagus, proses pendaftaran berobat gak ribet cukup klik."
Mila Afi,1,"Setiap buka aplikasi hrs sering update, jd males buka mobile jkn"
2 1,5,sangat membantu
Phapha Gaul,5,Sangat terbntu
Prayitno Agus,5,"Terimakasih, pindah faskes jdi lebih mudah"
Pengguna Google,3,"mau ganti faskes ga bisa terus, sms otp perbaikan, berbulan2.. masa mau ganti faskes aja ngantru d kantor bpjs"
Rizki Arifianto,1,"Mantap testimoni para pendahulu, sudah mewakili keluhan2 saya. tolong ya admin mobile jkn, A.S.A.P. mudah2an keluhan/kendala kami segera diproses jangan sampe viral di medsos dan masuk tv. terima kasih."
dini karlista real,5,"biar bs daftar online ke dua gmn ya,kenapa datanya itu trs rujukan awal yg keluar"
Mikesinta Sari,5,Sangat memuaskan
Hindira Kusuma Wardani,4,memudahkan daftar berobat dan pindah faskes saat urgent lintas pulau krn alasan kesehatan.
DENY JASMAN,1,setelah di updet tak bisa di buka lagi mau ngambil antrian
Pengguna Google,5,Sangat bermanfaat
Satya Adi,5,"Sangat bagus , Karena lebih simpel , hemat waktu"
Pengguna Google,1,"Habis di update ko malah ga bisa login,kode captcha nya malah ga pernah muncul???"
Azzimar Amirul Alam,1,"Kenapa sih verifikasi nomor hpnya gabisa? Otpnya ga dikirim kirim,"
Sinta Rachmawati,5,"Aplikasi sangat membantu untuk pindah faskes, terima kasih 🙏"
Pengguna Google,3,Membantu pengecekkan. Tapi sy tidak suka karena harus Selalu memperbaharui.
wahyu ardi,5,Smua jadi mudah mksih aplikasi sanggat membantu
Frida Yora,1,"Bgs, mempermudah daftr online, namun sayang ribet, JKN lm g dipakai knp tiba""g bisa dipakai sdh msukin NIK tp lp password, efek no HP ganti dan lp no HP yg lm, tolong jngn persulit"
Clara adinda Putri,1,"Aplikasi sampah , pdhl udh masuk kodenya tpi apk bermasalah Mulu"
Maruzi official,5,Mau tanya..sodara saya baru daftar BPJS..apa bisa anak baru lahir segera diaktifkan..karna sedang butuh untuk pengobatan Jantung...mohon bantuannya
Ika Febri,4,Saat login membuka app nya agak lemot dan loadingnya lama
Sifah Faujia,5,Sangat membantunya
Pengguna Google,5,Sangat Membantu
Fitro Amalia,5,"Sangat membantu.. Tidak perlu ke kantor untuk mengubah, tinggal diubah melalui HP.. Terima kasih mobile JKN"
Wong Biasa,1,"tolong yg bikin apk ini diperbaiki lagi, maaf apk gk jelas. . . mau masuk disuruh daftar, daftar gk bisa, nmr aktif, email aktif, kode verifikasi udah diisi masih saja gk bisa masuk. . . tolong apk gk jelas. . ."
Semuel Pattiwael,5,Kalau cepat habis
Gilang S.N,5,Bagus semakin mudah simple hemat waktu dan biaya..
WT Rahma,1,padahal saya punya kartu bpjs kenapa mau masuk atau daftar pakai aplikasi ini gak bisa saya mau cek kartu bpjs saya dan keluarga
Mila Nurpadilah,1,Buat mendapatkan nomor OTP pun sangat sulit bagaimana saya bisa login Sudah berpuluh2 kaya saya coba tetap tidak bisa Coba tolonglah pihak bpjs yang mengelola aplikasi jkn permudahkan untuk login Sebab pihak rumah sakit atau puskesmas membutuhkan kartu bpjs secara fisik minimal printannya dan saat ini saya membutuhkan prinnan kartu bpjsnya....
Annie Kurniati,5,"Sy memakai aplikasi ini oke2 saja, membantu dan jg info2nya 👍. Smga ke depan lebih baik n baik lagi biar lebih👍👍👍"
Yopi sag,5,Belum pernah dapat kartu dari JKN ttg BPJS
Luthfiya Ramadhania,1,"Ribet banget pake aplikasi ini minta verifikasi terus menerus dan tiap verifikasi data yg diisi terlalu banyak dan terlalu sering dioper2 untuk langkah2nya terus juga sering ditemukan bug atau error nya, menurutku ini ribet untuk yg pertama kali make ya"
Agus Akmaludin Asysyayaf,1,"pelayanan parah. Aplikasi payah. Giliran mau dipake dipersulit. Giliran aplikasi, eeeeeh sama sulit juga. Masa ganti hp. Login salah password mulu. Benerin wooi"
Handislabib Fauzi,1,"Pengalaman ya ini, semua aplikasi PEMERINTAH kita kenapa Busuk semua, Menu kurang lengkap (misalnya: tidak ada rincian pembayaran yang sudah terbayar sampai bulan apa, yang ada pengguna menghitung sendiri perkalian dan penjumlahannya, Sajikanlah DATA yang mudah dimengerti itu saja), kalau mau Maintenance dini hari saja supaya tidak mengganggu jam kerja, Kalian dibayar Mahal, Anggaran untuk Aplikasi juga tidak murah, tapi hasilnya Aplikasi Murahan? Orang Kolot jangan bikin Aplikasi Ga Guna Cok!"
Irma Pencawan,3,"Kelamaan erorrr aplikasi nya, daftar akun pun gk bisa"
Harun,5,Haduch gak bisa di buka.ada tulisannya nomer identitas salah.semua tombol menu terkunci
Adiksa Kendari,1,aplikasi yg sangat buruk
Kristiana Suryanti,1,"Saat saya mau daftar dan login tidak bisa .... muncul kalimat no hp anda sudah dipakai mendaftar oleh peserta lain, terus bagaimana solusinya supaya saya bisa login dan bisa menggunakan sarana aplikasi mobile jkn ?"
wahyu aditya,5,Sy barusan dowld utk keperluan pindah faskes langsung daftar ikutin aj instruksinya pelan2 cm verifikasi ke email 2x udah langsung.. Sy baca komen2 sblmnya ada yg gagal soalnya coba aj lagi pelan2
Syafyuddin Muhammad Ali,3,Sering update jadi menganggu
Guntur Putra Arjuna,2,kode otp nomor handphone tidak muncul
Angga Mgl,1,Keren bgt nih aplikasi
Pengguna Google,3,Sekarang bertele2 prosesnta .. ribet
Puguh Elshaa,1,"Aplikasi gak guna, percuma dibuatkan aplikasi tp bukan.nya mempermudah tp malah mempersulit"
abdul ghazalie,1,Habis upsate langsung UNINSTAL...
Handy Handy,5,Aplikasi yg sangat berguna & mudah di gunakan
marta nurmawati24fjmstg,1,vertifikasi otp pun ga bisa bisa
Pengguna Google,3,"Update terus, ga d update g bisa dbuka. Males kalau update mulu"
Top Tank,1,"Mau di kantor, mau di aplikasi urusin BPJS sulit bener...eror lah,, kirim SMS otp pun harus ada pulsa .. baru kali ini , biasanya gak perlu..kirim pesan 500 rupiah seharusnya cukup. keren keren BPJS ,, mending gak usah pake BPJS dah. Harus bayar iuran terus.. kepake juga paling sekali dan itu gak lebih dr uang dipake iuran..riba riba... belum lagi kalau pake BPJS pelayanan nya beda adehhhh...."
Joko Riyanto,5,Sangat berguna sekali
Wahyu,5,"Mantap bgttttt. Semoga bermanfaat buat siapa pun, termasuk keluarga sy.. aamiin"
Andri Rustandi,5,Sangat membatu sekali
Rahmat Sujoko,5,"good, sangat bermanfaat sekali."
Ari Rianti,2,"Buat apa ada rubah data ,kalau ujungnya telpon ke CS , mana mahall per menitnya"
sefti ma'rifah,5,Pertahankan kualitas baik
Adi,1,Login aja banyak gangguan. Mohon perbaiki
Risqi Balwell,1,Gua daftar gak bisa-bisa nungguin kode otp gak masuk masuk. Tolong lah di bantu.
Susi lawati,5,Pelayanan baik BPJS kesehatan kota tebingtinggi
Febrializa Yolanda,5,Sangat membantu
gilang sandhubaya,1,Aplikasi sering tertutup sendiri. Masker editan. Kacau ni.
Kania Tan,5,Terima kasih sangat membantu
Wawan ID,1,Kode verifikasi muter mulu
M. Ruddhy,1,"Sangat djancoucks,, knapa tiba"" gk bisa di download ulang aplikasi ini👎"
Tardi nur,1,"Kode OTP gak bisa dikirim padahal no hp aktif, aplikasi payah"
Pengguna Google,1,Baru diupdate sudah harus update lagi. Buang2 quota.
Nando 01,5,Saya kok tidak bisa daftar ya
Pengguna Google,4,Kenapa si setiap buka apk perbaruan lagi perbaruan lagi males jadinya buka apk ishh sebel
zeni astutik,5,mudah dan cepat
Asep Ibnu Kusnadi,2,"udah 2 hari ini aplikasi mobile JKN saya di klik munculnya jadi layar hitam (error), sudah dilakukan hapus aplikasi dan download ulang tetap juga tidak bisa. konsultasi dengan petugas BPJS di Rumah Sakit jawabannya baru pertama kali ada pengaduan seperti ini tanpa solusi. mohon bantuannya BPJS team"
PILARIS DINASTI,1,"Apalikasi minta update mulu ,"
Lianah Lia,5,"Aplikasi ini sangat membantu dalam mendaftar dan mengubah segmen kepesertaan secara Online. Apalagi kalau data semuanya sudah sesuai antara KK dan KTP. Pernah mau ngubah segmen kepesertaan secara Offline pas datang ke kantor BPJS Kesehatan disambut 2 petugas SATPAM yang ramah malahan kedua SATPAM tersebut memberikan edukasi tentang JKN Mobile., setelah itu mengarahkan untuk ke bagian perubahan data namun sayang pas kebagian sini ditolak katanya data KK harus diubah dulu,harus datang kesana dulu."
Ardiansyah Ozora,5,cepat dan mudah
Candra Siregar,1,Mau daftar itu pake NIk atau nmr KK sih....setiap saya buka mau daftar selalu yang keluar suruh masukkan nmr KK dan setelah dimasukkan katanya belum ada anggota yang terdaftar... Ini aplikasi mau buat gampang atau mau nyusahin sih?? Di hubungi si Chika juga ngk ada gunanya.. pagi ke kantor BPJS kdinsuruh online aja... Giliran .AU online ribet nya minta ampun....
Daa ijerr,1,Knpa nomor hp ngk bisa masuk kode nya
rizal retovani,1,Nunggu verifikasi ke no HP ampe mampus ga muncul. Apk ampas
Didi Afr,5,Apk bagus kolaborasi dari bpjs kesehatan dan dinas kesehatan Republik Indonesia
Dony Rmd075,1,"Jlk bngtt masa sya daftar di persulit,kalo ga niat buat daftarin orng gausah bikin apk bege"
dyah ayu kusumawati,1,"Aplikasi ga niat ,harusnya mempermudah ini malah sama aja ga bisa berfungsi dengan baik eror terus ,harus protes kemana ? CS kalian pun tidak memberi solusi hanya bisa lempar sana sini"
Rezka Listiani,1,"Saya mau ubah kelas tidak bisa, padahal sudah setahun, dan bulan ini sudah dibayar tunggakannya. Tetapi di aplikasi belum, mohon diperbaiki sistemnya"
Ivana Chandra,1,"Tidak bisa login ""waktu anda telah habis untuk login"". Apl cacat..!!!"
Widya Rangkuti,1,Gmn mau verifikasi data bpjs APLIKASI YANG KALIAN BUAT AJA GK JELAS GK BISA...APALAGI KAMI GK TERLAKU PAHAM BAGIAN APLIKASI ONLINE SURUH VERIFIKASI ULANG BAGI ANGGOTA BPJS JKN/KISS...YG JELAS BUAT APLIKASI WOI INI PUNYA PEMERINTAH...JGN KORUP
Bunda Rafan,5,Sangat mudah tanpa ribet pelayanannya
Muhamad Yusuf,1,Kebanyakan update
sviera shfraa234,5,aplikasinya sangat membantu dan mudah digunakan
Anan 86,5,Aplikasi yang Sangat bermanfaat dan mempermudahkan masyarakat Indonesia untuk mendapatkan jaminan kesehatan.
Firman Prasta,1,"Dulu lgsg email bisa log in , sekarang pakek otp, biaya pulsa ,"
Eko Prasetya,5,Apkikasi yang memudahkan peserta terdadtar recomended pokoknya
Tofa Syaputra,1,kenapa verifikasi lupa password meminta kode lewat nomor yg tercantum kode nya gak di kirimkan sangat mengecewakan sudah berulang kali tetap ajh kode verifikasi gak di kirim
Niken Febrianti,5,Melalui sistem online perubahan data yang lama ke data yang baru menjadi lebih mudah dan cepat.. Mantaaappp
Ja Ya,5,Sangat membantu
AND OKO,5,Mudah dan praktis
Fandi Myname,1,"Kok aplikasinya error trus ya, saya ga bisa daftar"
Pengguna Google,1,D update malah gk bs d buka lg sedang d download trusss smntara skarang mo cetak kartu by email mo buka aplikasi nya ajj susah skarang bpjs smakin sulit untuk d update nya dan data jg gk sinkron jadi mya tlng d pervaiki sistem d bpjs nya dong ...
Puji Lestari,5,Semakin mudah
Ahmad Purba,5,Sangat membantu buat kali kalangan yang membutuhkan
Pengguna Google,5,Pastinya mantap tp tahun depan harus turun kelas
Sri Hardianti,5,Sangat memuaskan👍
Faisah Faisah,5,Prosesnya cepat sangat membantu pasien
Bayu Greenzone,5,Sangat membantu
Nazli Syawali05,1,Data belum terverifikasi kasih terus kalo udh di daftar data no telp sama email kan ada ngapain di kunci ² kurang kerjaan ini namanya mempersulit orang untuk berobat ke klinik yg ada. saya harap fitur yg terkunci ini dibuka kasian orng yg berobat harus dihadapkan dgn masalah bug apk yg ga jelas 🙏
Fatimah Hidayat,1,"mau kontrol ulang aja wajib daftar online lewat aplikasi jkn, tapi untuk ambil antrian hilang harus input dulu lewat loket dan baru bisa kontrol dilain hari, jarak dari rumah ke rumah sakit jauh 2 jam lebih. PAKAI BPJS MANDIRI TAPI DIPERSULIT BUAT BEROBAT APA LAGI BPJS DARI PEMERINTAH YANG GAK BAYAR SAMA SEKALI"
Sulistiyono Cak,1,"Habis diupdate malah datanya gak karuan, saya peserta 1 keluarga 4 orang malah yang muncul cuma data saya dan istri saya saja, dan saya peserta non pbi, malah tertera saya peserta pbi. Tolong perbaiki min...."
Keysha Humaira,5,awalnya sangat membingungkan tapi stelah tau sangat membantu banget
lisda suaiwanti simbolon,2,Min gimana kalau lupa password dan no hp yg terdaftar sudah tidak aktif Lagi.
Beautiful Hartutik,5,Semoga lebih baik dan responsif
Fitrotul Mahmudah,5,"sangat membantu.. dengan aplikasi ini saya dipermudahkan dalam mendaftar tanpa mengantri, cukup akses dari rumah.. dan dapat nomor antrian otomatis sudah tercatat di sistem fakses. ketika datang langsung lapor ke petugas, tnpa menunjukkan kartu BPJS pun bisa.. Krena mereka sudah ada nofikasinya bahwa kita sudah mendaftar online.. 👍 sangat mudah banget."
Rusmawati Sahnan,5,Aplikasi nya sangat bagus dan membantu
Pengguna Google,1,"Dikit dikit mesti di update aplikasi nya,"
Adam Fauzi akbar,1,"Min gimana ini , lagi dibutuhin mau cetak kartu nya mau dipakek. Kok log in aja susah banget"
samuel hareva,5,"Aplikasi yg sangat membantu peserta BPJS, dulu begitu rumit jika mau ada perubahan data."
Mulyadi Budi,5,Sangat membantu dan memudahkan
Abdul Ghofur,5,"Baik, cuman bisa ditingkatkan agar user friendly"
Adepuri Handayani,1,Bukan makin mudah... Tpi makin RIBET...
ahmad ary safai,1,"Gagal kirim kode verifikasi mulu, solusinya la ,anggaran di korupsi aja"
Andy Byonic,1,Apk terburuk yg pernah AQ install.
Papane Rayhan,5,Sangat membantu dan mudah dlm pelayanan
Saiful Anwar,5,Sya mengalami kesulitan untuk mendapatkan kode verifikasi. Mohon bantuannya
Bu Atun,3,Masih ada bug yg sangat menggangu.. terutama pada layanan pendaftaran online..
nanik soewandi,2,Saya ngga bisa login dah lama sejak kakak kedua saya bukan satu nomor BPJS dengan keluarga... Susah bisa bantu ngga via cs atau saya beri nomor saya untuk di open access gitu
Iray Fiscarona,5,Bagus sangat membantu
Rudy Antoro,5,"Keren, membantu sekali,"
Rico Julian Wed Hansen,1,"Tolong dibantu ini Kok setelah diperbarui Aplikasinya malah ga bisa kebuka sy mau pake berobat malah jdi Ga Bisa,aplikasi ini shrsnya memudahkan malah menyengsarakan apa iya hrs kembali ke Kartu Konvensional?"
Pengguna Google,5,Sangat membantu
Mardian Syah,4,Sangat membantu
Pengguna Google,5,Dapat dengan mudah dalam proses registrasi di rumah sakit.
Tri zainal arifin,1,"harus diperbaiki untuk ferifikasi telephone gak bisa"""
R Suwarto,4,Semoga lbh baik & cepet lg
abdoen padri,1,"Kata nya call center 1500400 24 jam, berulangkali ditelepon kata nya nomor tidak tersedia. Perusahaan sekelas BPJS Kesehatan kok begini service nya..."
R3 Gowa,5,"Untuk saat ini penggunaan Mobile JKN sangat membantu, di tengah kesibukan kita bisa dengan mudah mengubah data jika di perlukan"
Rizki Yuniar,1,Kenapa aplikasi sering close sendiri ? Padahal jaringan lancar
Pengguna Google,5,cukup membantu... 👍👍👍
mezthie me,1,"Sudah apdet trbaru tp malah susah login. Captcha nggak keluar. Gak usah terlalu sering update. Hape rakyat indonesia itu tdk semuanya canggih. Apalagi yg di desa2. Yg bikin mesti gak pernah tinggal di desa, gak pernah jd orang miskin. Jadi gak bisa mikir apa yg jd masalah orang desa yg hapenya aja masih android jadul. Itu aja pemberian anaknya yg merantau. Ini tuh aplikasi untuk rakyat jelata. Gak usah aneh2. Gaji atasannya aja dibanyakin, proyek aplikasi jalan terus, rakyatnya tetap sengsara."
Jelita Hodnida,5,Perlu juga ini daftar
Dedy Hertantiyo,5,Bermanfaat sekali
sulastri guita,1,Sering gak bis daftar online akhir2 ini sdh ada lebih dari 1 th skrg malah gak bisa sy mo ngecek punya org tua saya ...hrs verivikasi lg dan ribet gak bisa bisa ....
Desiarianto A30s,5,Sangat membantu
Rindi Malang,1,Maaf bpjs yth kartu bpjs ibu dan adik saya udah 8 bulan kok ngk kluar ya pernah ke dinas kesehatan katanya suruh donlod apk ini trus print fotonya bisa tapi pas saya donlod tetep gaada juga di apk mohon gimana baiknya ini🙏
Ronaldo Marcofan Basten,1,"KAGAK JELAS GAK BISA REGISTRASI, APLIKASI PEMERINTAHAN BEGINI AMAT."
Jeje Lolo,1,aplikasi apaan lni mau daftar nunggu kode otp sampai diulang ulang beberapa kali ngga ada masuk kode otp nya.
Rezza Rizqi,1,"Tolong dibenahi lg, apk serg minta update. Yg harusnya akses dipermudah ini malah dipersulit. Saya terkendala diperubahan data dg verifikasi email, tpi ga masuk emailnya pdhl aktif. Udah dicoba berkali-kali, kan jdi buang"" waktu. Trm kasih"
Pengguna Google,3,"Aplikasinya sangat bermanfaat dan membantu.. Tapi kenapa harus selalu minta upadate 😥😥.. Awal bulan lalu pembayaran langsung auto debet dari rekening tapi bulan ini sampe tgl 10 belum auto terdebet,, tetap saja pembayarannya manual..."
